ROW,Dimension.DATE,Dimension.ADVERTISER_ID,Dimension.ADVERTISER_NAME,Dimension.ORDER_NAME,Dimension.LINE_ITEM_ID,Dimension.LINE_ITEM_NAME,Dimension.LINE_ITEM_TYPE,Dimension.CREATIVE_NAME,Dimension.CREATIVE_TYPE,Dimension.CREATIVE_SIZE,Dimension.MASTER_COMPANION_CREATIVE_ID,Dimension.MASTER_COMPANION_CREATIVE_NAME,Dimension.AD_UNIT_NAME,Dimension.ORDER_ID,Dimension.CREATIVE_ID,Dimension.AD_UNIT_ID,DimensionAttribute.LINE_ITEM_GOAL_QUANTITY,DimensionAttribute.LINE_ITEM_START_DATE_TIME,DimensionAttribute.LINE_ITEM_END_DATE_TIME,DimensionAttribute.LINE_ITEM_CONTRACTED_QUANTITY,DimensionAttribute.LINE_ITEM_SPONSORSHIP_GOAL_PERCENTAGE,DimensionAttribute.CREATIVE_CLICK_THROUGH_URL,DimensionAttribute.MASTER_COMPANION_TYPE,DimensionAttribute.CREATIVE_OR_CREATIVE_SET,Column.AD_SERVER_ALL_REVENUE,Column.AD_SERVER_CLICKS,Column.AD_SERVER_CPD_REVENUE,Column.AD_SERVER_CPM_AND_CPC_REVENUE,Column.AD_SERVER_IMPRESSIONS,Column.VIDEO_VIEWERSHIP_AUTO_PLAYS,Column.VIDEO_VIEWERSHIP_CLICK_TO_PLAYS,Column.VIDEO_VIEWERSHIP_COMPLETE,Column.VIDEO_VIEWERSHIP_FIRST_QUARTILE,Column.VIDEO_VIEWERSHIP_MIDPOINT,Column.VIDEO_VIEWERSHIP_START,Column.VIDEO_VIEWERSHIP_THIRD_QUARTILE,Column.VIDEO_VIEWERSHIP_VIDEO_LENGTH,Column.TOTAL_INVENTORY_LEVEL_ALL_REVENUE,Column.TOTAL_INVENTORY_LEVEL_CLICKS,Column.TOTAL_INVENTORY_LEVEL_CPM_AND_CPC_REVENUE,Column.TOTAL_INVENTORY_LEVEL_IMPRESSIONS,Column.TOTAL_LINE_ITEM_LEVEL_ALL_REVENUE,Column.TOTAL_LINE_ITEM_LEVEL_CLICKS,Column.TOTAL_LINE_ITEM_LEVEL_CPM_AND_CPC_REVENUE
102548119667364157873---751815071_2018-05-10_1147,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Cairns Post,2265591090,717074309,168402071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,905602,0,0,905602,23,0,0,-,-,-,-,-,-,905602,0,905602,23,905602,0,905602
102548119667364157873---751815071_2018-05-10_1148,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Technology,2265591090,717074309,168402191,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,21970692,0,0,21970692,558,0,0,-,-,-,-,-,-,21970692,0,21970692,558,21970692,0,21970692
102548119667364157873---751815071_2018-05-10_1149,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Mercury,2265591090,717074309,168402311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,27640548,0,0,27640548,702,0,0,-,-,-,-,-,-,27640548,0,27640548,702,27640548,0,27640548
102548119667364157873---751815071_2018-05-10_1150,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Townsville Bulletin,2265591090,717074309,168402671,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,39374,0,0,39374,1,0,0,-,-,-,-,-,-,39374,0,39374,1,39374,0,39374
102548119667364157873---751815071_2018-05-10_1151,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Australian Business,2265591090,717074309,168403151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,2559310,0,0,2559310,65,0,0,-,-,-,-,-,-,2559310,0,2559310,65,2559310,0,2559310
102548119667364157873---751815071_2018-05-10_1152,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Messenger News,2265591090,717074309,168403391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,118122,0,0,118122,3,0,0,-,-,-,-,-,-,118122,0,118122,3,118122,0,118122
102548119667364157873---751815071_2018-05-10_1153,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Leader News,2265591090,717074309,168403511,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,236244,0,0,236244,6,0,0,-,-,-,-,-,-,236244,0,236244,6,236244,0,236244
102548119667364157873---751815071_2018-05-10_1154,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Homelife,2265591090,717074309,168407471,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,236244,0,0,236244,6,0,0,-,-,-,-,-,-,236244,0,236244,6,236244,0,236244
102548119667364157873---751815071_2018-05-10_1155,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Sport,2265591090,717074309,168407951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,10000996,0,0,10000996,254,0,0,-,-,-,-,-,-,10000996,0,10000996,254,10000996,0,10000996
102548119667364157873---751815071_2018-05-10_1156,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Lifestyle,2265591090,717074309,168408071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,21537578,0,0,21537578,547,0,0,-,-,-,-,-,-,21537578,0,21537578,547,21537578,0,21537578
102548119667364157873---751815071_2018-05-10_1157,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),News Local,2265591090,717074309,168408311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,472488,0,0,472488,12,0,0,-,-,-,-,-,-,472488,0,472488,12,472488,0,472488
102548119667364157873---751815071_2018-05-10_1158,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Finance,2265591090,717074309,212725151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,39846488,0,0,39846488,1012,0,0,-,-,-,-,-,-,39846488,0,39846488,1012,39846488,0,39846488
102548119667364157873---751815071_2018-05-10_1159,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Kidspot,2265591090,717074309,311684951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,118122,0,0,118122,3,0,0,-,-,-,-,-,-,118122,0,118122,3,118122,0,118122
102548119667364157873---751815071_2018-05-10_1160,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Delicious.com.au,2265591090,717074309,316232831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,472488,0,0,472488,12,0,0,-,-,-,-,-,-,472488,0,472488,12,472488,0,472488
102548119667364157873---751815071_2018-05-10_1161,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Third-party,728 x 90,138230380889,728x90 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Whimn AU,2265591090,717074309,406967831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,-,Master,Creative set,157496,0,0,157496,4,0,0,-,-,-,-,-,-,157496,0,157496,4,157496,0,157496
102548119667364157873---751815071_2018-05-10_1162,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),AdelaideNow,2265591090,717074309,168399431,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,72,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1163,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Daily Telegraph,2265591090,717074309,168399911,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,38,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1164,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Travel,2265591090,717074309,168400031,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,681,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1165,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Gold Coast Bulletin,2265591090,717074309,168400151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,88,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1166,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Geelong Advertiser,2265591090,717074309,168400271,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,51,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1167,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Herald Sun,2265591090,717074309,168400391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,242,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1168,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Entertainment,2265591090,717074309,168400871,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1768,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1169,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au,2265591090,717074309,168400991,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1055,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1170,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NT News,2265591090,717074309,168401351,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,29,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1171,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Quest Community Papers,2265591090,717074309,168401591,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,19,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1172,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Australian,2265591090,717074309,168401831,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,2814,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1173,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Courier Mail,2265591090,717074309,168401951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,347,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1174,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Cairns Post,2265591090,717074309,168402071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,23,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1175,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Technology,2265591090,717074309,168402191,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,558,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1176,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Mercury,2265591090,717074309,168402311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,704,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1177,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Townsville Bulletin,2265591090,717074309,168402671,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1178,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),The Australian Business,2265591090,717074309,168403151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,65,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1179,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Messenger News,2265591090,717074309,168403391,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,3,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1180,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Leader News,2265591090,717074309,168403511,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,6,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1181,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Homelife,2265591090,717074309,168407471,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,6,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1182,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Sport,2265591090,717074309,168407951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,254,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1183,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Lifestyle,2265591090,717074309,168408071,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,546,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1184,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),News Local,2265591090,717074309,168408311,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,12,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1185,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),NEWS.com.au/Finance,2265591090,717074309,212725151,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,1009,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
102548119667364157873---751815071_2018-05-10_1186,2018-05-10,751815071,Woolworths Ltd Head Office,WWW - Food Co. Desktop (131157),4610563892,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),STANDARD,Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Image,970 x 250,138230331330,970x250 Woolworths Ltd Head Office Run of viewability guaranteed CPM - halfpage roadb ATP (249148),Kidspot,2265591090,717074309,311684951,337338,2018-04-23T00:00:00+10:00,2018-05-27T23:59:59+10:00,-,-,http://www.news.com.au/,Companion,Creative set,0,0,0,0,3,0,0,-,-,-,-,-,-,0,0,0,0,0,0,0
